"id","doi","title","publication_year","language","type","is_paratext","is_retracted","topic","field","ca_institutions","funder_names","abstract"
"https://openalex.org/W1546015893","https://doi.org/10.1002/ece3.76","Phenotypic covariance structure and its divergence for acoustic mate attraction signals among four cricket species",2011,"en","article",FALSE,FALSE,"Animal Behavior and Reproduction","Agricultural and Biological Sciences","University of Ottawa; Simon Fraser University; Carleton University","Natural Sciences and Engineering Research Council of Canada","The phenotypic variance-covariance matrix (P) describes the multivariate distribution of a population in phenotypic space, providing direct insight into the appropriateness of measured traits within the context of multicollinearity (i.e., do they describe any significant variance that is independent of other traits), and whether trait covariances restrict the combinations of phenotypes available to selection. Given the importance of P, it is therefore surprising that phenotypic covariances are seldom jointly analyzed and that the dimensionality of P has rarely been investigated in a rigorous statistical framework. Here, we used a repeated measures approach to quantify P separately for populations of four cricket species using seven acoustic signaling traits thought to enhance mate attraction. P was of full or almost full dimensionality in all four species, indicating that all traits conveyed some information that was independent of the other traits, and that phenotypic trait covariances do not constrain the combinations of signaling traits available to selection. P also differed significantly among species, although the dominant axis of phenotypic variation (p(max)) was largely shared among three of the species (Acheta domesticus, Gryllus assimilis, G. texensis), but different in the fourth (G. veletis). In G. veletis and A. domesticus, but not G. assimilis and G. texensis, p(max) was correlated with body size, while p(max) was not correlated with residual mass (a condition m"
"https://openalex.org/W1556338717","https://doi.org/10.1111/j.1528-1167.2010.02938.x","Functional connectivity in patients with idiopathic generalized epilepsy",2011,"en","article",FALSE,FALSE,"Functional Brain Connectivity Studies","Neuroscience","McGill University; Montreal Neurological Institute and Hospital","Canadian Institutes of Health Research","PURPOSE: Idiopathic generalized epilepsy (IGE) is characterized by electroencephalography (EEG) recordings with generalized spike wave discharges (GSWDs) arising from normal background activity. Although GSWDs are the result of highly synchronized activity in the thalamocortical network, EEG without GSWDs is believed to represent normal brain activity. The aim of this study was to investigate whether thalamocortical interactions are altered even during GSWD-free EEG periods in patients with IGE. METHODS: A GSWD-related group analysis was performed in 12 IGE patients to define seeds in areas involved during GSWDs. EEG-functional magnetic resonance imaging (fMRI) datasets from 22 IGE patients without GSWDs during the investigation and 30 age-matched healthy controls were then selected to investigate functional connectivity in GSWD-related areas. Blood oxygen level dependent (BOLD) signal changes were extracted from seeds defined by the GSWD-related group analysis. The averaged time course within each seed was used to detect brain regions with BOLD signal correlated with the seed. Group differences between patients and controls were estimated. KEY FINDINGS: The GSWD-related group analysis showed BOLD activation in the thalamus, the frontomesial cortex, and the cerebellum and BOLD deactivation in default mode areas. For the connectivity analysis, eight seeds were placed bilaterally in the thalamus, mesial frontal cortex, precuneus, and cerebellum. The functional connectivity anal"
"https://openalex.org/W1513761554","https://doi.org/10.1111/j.1528-1167.2010.02551.x","Susceptibility of brainstem to kindling and transfer to the forebrain",2010,"en","article",FALSE,FALSE,"Epilepsy research and treatment","Medicine","University of Saskatchewan","Natural Sciences and Engineering Research Council of Canada; Canadian Institutes of Health Research; Ministerio de Economía y Competitividad","PURPOSE: The kindling of seizures with stimulation of brainstem sites has been reported inconsistently in the literature. The characteristics of the kindling observed, involving high intensities of stimulation and immediate onset of generalized tonic-clonic convulsions, raise questions regarding the nature of kindling from these sites. METHODS: We implanted chronic electrodes in either the nucleus reticularis pontis oralis (RPO), mesencephalic reticular formation (MRF), dorsal periaqueductal gray (dPAG), or ventrolateral periaqueductal gray (vlPAG) in male Long-Evans rats, with a recording electrode in the amygdala. Rats received conventional high-frequency kindling stimulation once daily for 30 days. To test for transfer, we kindled the amygdala beginning 7 weeks after the last brainstem kindling trial. RESULTS: Tonic-clonic seizures were evoked by stimulation from all brainstem sites. Seizures were brief and were associated with characteristic low-amplitude high-frequency afterdischarge (AD). Kindling of the dPAG resulted in the development of classic AD and increased AD duration. Prior kindling of the dPAG facilitated subsequent kindling of the amygdala; however, no transfer was observed with prekindling of other brainstem sites. DISCUSSION: The variability in the response to kindling stimulation suggests that certain brainstem sites are resistant to kindling, whereas other sites are more susceptible to kindling but are still relatively resistant in comparison to sites in "
"https://openalex.org/W1505936739","https://doi.org/10.1046/j.1432-1033.2002.03170.x","Cellular retinol‐binding protein type II (CRBPII) in adult zebrafish (<i>Danio rerio</i>)",2002,"en","article",FALSE,FALSE,"Retinoids in leukemia and cellular processes","Biochemistry, Genetics and Molecular Biology","Dalhousie University","","We have determined the nucleotide sequence of a zebrafish cDNA clone that codes for a cellular retinol-binding protein type II (CRBPII). Radiation hybrid mapping revealed that the zebrafish and human CRBPII genes are located in syntenic groups. In situ hybridization and emulsion autoradiography localized the CRBPII mRNA to the intestine and the liver of adult zebrafish. CRBPII and intestinal fatty acid binding protein (I-FABP) mRNA was colocalized to the same regions along the anterior-posterior gradient of the zebrafish intestine. Similarly, CRBPII and I-FABP mRNA are colocalized in mammalian and chicken intestine. CRBPII mRNA, but not I-FABP mRNA, was detected in adult zebrafish liver which is in contrast to mammals where liver CRBPII mRNA levels are high during development but rapidly decrease to very low or undetectable levels following birth. CRBPII and I-FABP gene expression appears therefore to be co-ordinately regulated in the zebrafish intestine as has been suggested for mammals and chicken, but CRBPII gene expression is markedly different in the liver of adult zebrafish compared to the livers of mammals. As such, retinol metabolism in zebrafish may differ from that of mammals and require continued production of CRBPII in adult liver. The primary sequence of the coding regions of fish and mammalian CRBPII genes, their relative chromosomal location in syntenic groups and possibly portions of the control regions involved in regulation of CRBPII gene expression in the i"
"https://openalex.org/W1506498458","https://doi.org/10.1111/j.1600-0714.2010.00972.x","Stem cell characteristics of cell sub-populations in cell lines derived from head and neck cancers of Fanconi anemia patients",2010,"en","article",FALSE,FALSE,"Cancer Cells and Metastasis","Medicine","Emergent BioSolutions (Canada)","China Scholarship Council; National Centre for the Replacement, Refinement and Reduction of Animals in Research; Breast Cancer Campaign","Increasing evidence indicates that cancer growth is driven by a sub-population of self-renewing cancer stem cells (CSCs) and that clinical problems of tumor recurrence after therapy may be related to differential resistance of CSCs to therapeutic elimination. Fanconi anemia (FA) is an autosomal recessive disorder associated with deficiencies of DNA repair and a greatly enhanced risk of hematopoietic malignancies and of head and neck squamous cell carcinoma (HNSCC). In FA patients, lack of DNA repair complicates therapies acting through DNA damage and alternative approaches, such as targeting signaling pathways associated with stem cell maintenance, might be of particular benefit. To assess effects of FA gene defects on the expression of stem cell properties, CSC patterns in cell lines derived from FA-related and sporadic HNSCC were compared. As for sporadic cell lines, FA cell lines showed colony morphologies associated with stem cell patterns. In all cell lines, cells with strong staining for CD44 (CD44(high) ) showed lower rates of apoptosis and a greater DNA damage induced block in the G2 phase of the cell cycle than CD44(low) cells. Mitomycin C, and UVB increased overall rates of apoptosis for both sporadic and FA cell lines, although FA cells tended to be more sensitive to apoptotic induction. Fluorescence activated cell sorting, immunohistochemistry, and QPCR indicated distinctly different patterns of gene expression of CD44(high) and CD44(low) cells in both sporadic an"
"https://openalex.org/W241168936","https://doi.org/10.32873/uno.dc.jrf.19.01.41","The Non-Place between Sacred and Profane: Utopian Gestures in the Apparatus of Semiocapitalism in Laurent Cantet’s L'emploi du temps",2015,"en","article",FALSE,FALSE,"Political Theology and Sovereignty","Social Sciences","York University","","This paper demonstrates the possibility of the utopian use of late capitalist non-places through Laurent Cantet’s film L'emploi du temps, arguing that the protagonist’s mental breakdown caused by cognitive overstimulation open up an unexpected critical perspective through which the contradictions of the system become visible. With the help of Agamben’s theory of profanation I argue that the hero’s inoperative, free use of former sites mediating semiocapitalist flows offers an example of a form-of-life that is not captured by the apparatuses of commodification."
"https://openalex.org/W1562499632","https://doi.org/10.1111/nyas.12476","Prolonging life: legal, ethical, and social dilemmas",2014,"en","article",FALSE,FALSE,"Ethics and Legal Issues in Pediatric Healthcare","Medicine","McGill University","","The ability of modern medicine to prolong life has raised a variety of difficult legal, ethical, and social issues on which reasonable minds can differ. Among these are the morality of euthanasia in cases of deep coma or irreversible injury, as well as the Dead Donor Rule with respect to organ harvesting and transplants. As science continues to refine and develop lifesaving technologies, questions remain as to how much medical effort and financial resources should be expended to prolong the lives of patients suspended between life and death. At what point should death be considered irreversible? What criteria should be used to determine when to withhold or withdraw life-prolonging treatments in cases of severe brain damage and terminal illness? To explore these complex dilemmas, Steve Paulson, executive producer and host of To the Best of Our Knowledge, moderated a discussion panel. Pediatrician Sam Shemie, hospice medical director Christopher P. Comfort, bioethicist Mildred Z. Solomon, and attorney Barbara Coombs Lee examined the underlying assumptions and considerations that ultimately shape individual and societal decisions surrounding these issues. The following is an edited transcript of the discussion that occurred November 12, 2013, 7:00-8:30 PM, at the New York Academy of Sciences in New York City."
"https://openalex.org/W1587846921","https://doi.org/10.1074/jbc.m105959200","A Transport Metabolon",2001,"en","article",FALSE,FALSE,"Ion channel regulation and function","Biochemistry, Genetics and Molecular Biology","University of Toronto; Canadian Institutes of Health Research; University of Alberta","Canadian Institutes of Health Research; Fondation pour la Recherche Médicale; Heart and Stroke Foundation of Canada","The cytoplasmic carboxyl-terminal domain of AE1, the plasma membrane chloride/bicarbonate exchanger of erythrocytes, contains a binding site for carbonic anhydrase II (CAII). To examine the physiological role of the AE1/CAII interaction, anion exchange activity of transfected HEK293 cells was monitored by following the changes in intracellular pH associated with AE1-mediated bicarbonate transport. AE1-mediated chloride/bicarbonate exchange was reduced 50-60% by inhibition of endogenous carbonic anhydrase with acetazolamide, which indicates that CAII activity is required for full anion transport activity. AE1 mutants, unable to bind CAII, had significantly lower transport activity than wild-type AE1 (10% of wild-type activity), suggesting that a direct interaction was required. To determine the effect of displacement of endogenous wild-type CAII from its binding site on AE1, AE1-transfected HEK293 cells were co-transfected with cDNA for a functionally inactive CAII mutant, V143Y. AE1 activity was maximally inhibited 61 +/- 4% in the presence of V143Y CAII. A similar effect of V143Y CAII was found for AE2 and AE3cardiac anion exchanger isoforms. We conclude that the binding of CAII to the AE1 carboxyl-terminus potentiates anion transport activity and allows for maximal transport. The interaction of CAII with AE1 forms a transport metabolon, a membrane protein complex involved in regulation of bicarbonate metabolism and transport."
"https://openalex.org/W1567297939","https://doi.org/10.1111/j.1465-7287.2007.00082.x","GUEST EDITORS’ INTRODUCTION: SPORT AND PUBLIC POLICY",2007,"en","article",FALSE,FALSE,"Sports Analytics and Performance","Economics, Econometrics and Finance","University of Alberta","","The world of sport, ranging from professional and amateur athletics to individual participation in active recreation, contains a surprisingly broad and rich array of public policy issues.Towns, school districts, states, and nations invest in facilities small and large, from walking paths and tennis courts to the proverbial white elephant, the Olympic stadium.Cities tax the incomes of visiting players, and government agents test athletes for performance-enhancing drugs.Courts in America and the European Union (EU) face a stream of challenging cases, generated by the clash of the joint nature of sports competition with antitrust concerns."
"https://openalex.org/W1573802193","https://doi.org/10.1111/j.1399-3046.2011.01568.x","Intraindividual variability of the modified Schwartz and novel CKiD GFR equations in pediatric renal transplant patients",2011,"en","article",FALSE,FALSE,"Neonatal Health and Biochemistry","Medicine","University of Ottawa; Children's Hospital of Eastern Ontario","","Tsampalieros A, Lepage N, Feber J. Intraindividual variability of the modified Schwartz and novel CKiD GFR equations in pediatric renal transplant patients. Pediatr Transplantation 2011: 15: 760–765. © 2011 John Wiley &amp; Sons A/S. Abstract: GFR in children can be obtained from a formula using SCr and height or various formulas including serum CysC. Recently, two new GFR formulas have been developed: (i) height and SCr—mSchwartz GFR and (ii) height, SCr, CysC, and serum urea (CKiD GFR). While these formulas proved to be accurate when compared to the gold standard, their use in children post‐kidney Tx is yet to be assessed. A total of 1174 blood samples (urea, SCr and CysC) were analyzed from the post‐Tx period in 24 Tx children (12 boys, median age = 8.6 yr) currently followed at our institution. CKiD GFR and mSchwartz GFR were compared using Bland–Altman analysis and the CV. The mSchwartz GFR overestimated the CKiD GFR (mean bias = 1.09 ± 0.14; 95% limits of agreements from 0.82 to 1.36). Median CV of CKiD GFR (10.3%) was significantly lower than that of mSchwartz GFR (15.0%), p = 0.04, and negatively correlated with the slope of GFR ( r 2 = 0.34, p = 0.0026). In conclusion, CKiD GFR has a significantly lower intraindividual variation than mSchwartz GFR and may be better suited for longitudinal follow‐up of patients post‐Tx."
"https://openalex.org/W1589229034","https://doi.org/10.1088/0004-637x/815/1/51","INTERPRETING THE UNRESOLVED INTENSITY OF COSMOLOGICALLY REDSHIFTED LINE RADIATION",2015,"en","article",FALSE,FALSE,"Galaxies: Formation, Evolution, Phenomena","Physics and Astronomy","Canadian Institute for Theoretical Astrophysics; University of Toronto; University of British Columbia; Canadian Institute for Advanced Research","","Intensity mapping experiments survey the spectrum of diffuse line radiation rather than detect individual objects at high signal-to-noise ratio. Spectral maps of unresolved atomic and molecular line radiation contain three-dimensional information about the density and environments of emitting gas and efficiently probe cosmological volumes out to high redshift. Intensity mapping survey volumes also contain all other sources of radiation at the frequencies of interest. Continuum foregrounds are typically ~10 2 –10 3 times brighter than the cosmological signal. The instrumental response to bright foregrounds will produce new spectral degrees of freedom that are not known in advance, nor necessarily spectrally smooth. The intrinsic spectra of foregrounds may also not be well known in advance. We describe a general class of quadratic estimators to analyze data from single-dish intensity mapping experiments and determine contaminated spectral modes from the data themselves. The key attribute of foregrounds is not that they are spectrally smooth, but instead that they have fewer bright spectral degrees of freedom than the cosmological signal. Spurious correlations between the signal and foregrounds produce additional bias. Compensation for signal attenuation must estimate and correct this bias. A successful intensity mapping experiment will control instrumental systematics that spread variance into new modes, and it must observe a large enough volume that contaminant modes can be de"
"https://openalex.org/W1567369957","https://doi.org/10.1111/j.1549-8719.2012.00178.x","Microvascular Flow Modeling using <i>In Vivo</i> Hemodynamic Measurements in Reconstructed 3D Capillary Networks",2012,"en","article",FALSE,FALSE,"Hemoglobin structure and function","Biochemistry, Genetics and Molecular Biology","Western University","National Heart, Lung, and Blood Institute; Canadian Institutes of Health Research","OBJECTIVE: We describe a systematic approach to modeling blood flow using reconstructed capillary networks and in vivo hemodynamic measurements. Our goal was to produce flow solutions that represent convective O(2) delivery in vivo. METHODS: Two capillary networks, I and II (84 × 168 × 342 and 70 × 157 × 268 μm(3)), were mapped using custom software. Total network red blood cell supply rate (SR) was calculated from in vivo data and used as a target metric for the flow model. To obtain inlet hematocrits, mass balances were applied recursively from downstream vessels. Pressure differences across the networks were adjusted to achieve target SR. Baseline flow solutions were used as inputs to existing O(2) transport models. To test the impact of flow redistribution, asymmetric flow solutions (Asym) were generated by applying a ± 20% pressure change to network outlets. RESULTS: Asym solutions produced a mean absolute difference in SR per capillary of 27.6 ± 33.3% in network I and 33.2 ± 40.1% in network II vs. baseline. The O(2) transport model calculated mean tissue PO(2) of 28.2 ± 4.8 and 28.1 ± 3.5 mmHg for baseline and 27.6 ± 5.2 and 27.7 ± 3.7 mmHg for Asym. CONCLUSIONS: This outcome illustrates that moderate changes in flow distribution within a capillary network have little impact on tissue PO(2) provided that total SR remains unchanged."
"https://openalex.org/W1492696268","https://doi.org/10.1111/j.1532-5415.2010.02736.x","Frequency and Pattern of Emergency Department Visits by Long‐Term Care Residents—A Population‐Based Study",2010,"en","article",FALSE,FALSE,"Geriatric Care and Nursing Homes","Health Professions","Women's College Hospital; University of Toronto; Institute for Clinical Evaluative Sciences; Sunnybrook Health Science Centre; St. Michael's Hospital","Institute of Health Services and Policy Research; Institute of Gender and Health; National Institute on Minority Health and Health Disparities; Canadian Institutes of Health Research; Ontario Ministry of Health and Long-Term Care; Institute for Clinical Evaluative Sciences","OBJECTIVES: To obtain population-based estimates of emergency department (ED) visits by long-term care (LTC) residents. DESIGN: Retrospective cohort study using administrative data. SETTING: All LTC facilities in Ontario, Canada. PARTICIPANTS: All LTC residents who visited an ED at least once during a 6-month period. MEASUREMENTS: All ED visits were described using the National Ambulatory Care Reporting System. Two distinct visit types were defined. Potentially preventable visits were defined as those for any ambulatory care sensitive condition; these are conditions for which exacerbations that result in hospital use suggest lack of access to adequate primary care. Low-acuity visits were defined as those triaged as non-urgent at ED registration and ended with return to the LTC facility without hospital admission. RESULTS: Nearly one-quarter of LTC residents visited the ED at least once in 6 months. Of all visits, 24.6% were for a potentially preventable reason, most commonly pneumonia, urinary tract infection, and congestive heart failure. These visits had a high frequency of ambulance transport (90.4%), emergent triage (35.3%), hospital admission (62.4%), and death within 30 days (23.6%). Of all visits, 11.0% were low acuity. Fall-related injury was the most common cause. Low-acuity visits were the shortest (mean length 4.5 +/- 4.0 hours) and had the lowest frequency of death within 30 days (4.3%). CONCLUSION: LTC residents made frequent visits to the ED. The visit types sho"
"https://openalex.org/W1490347748","https://doi.org/10.4000/ocim.1530","Théorie et pratique du son dans les musées",2015,"fr","article",FALSE,FALSE,"Cultural Insights and Digital Impacts","Computer Science","Musée de la Civilisation","","À l’occasion des 30 ans de l’OCIM, La Lettre de l’OCIM propose à ses lecteurs, dans chaque numéro de l’année 2015, un retour sur un article marquant de l’histoire de la revue. À partir d’un corpus d’articles choisis par la rédaction de La Lettre de l’OCIM, les membres du comité des Publications de l’OCIM ont sélectionné plusieurs contributions. Dans cette perspective, il a été demandé à l’auteur ou à un expert du domaine de revisiter la problématique exposée dans l’article à la lueur des changements intervenus – notamment dans les pratiques professionnelles – depuis son écriture et de proposer des éléments prospectifs sur la question.À la lueur de son expérience au musée d’Ethnographie de Neuchâtel, l’auteur réexamine la problématique de la mise en son des espaces muséaux abordée par Luc Martinez dans l’article « Oyez ! Le son s’expose » publié dans le n° 107 de La Lettre de l’OCIM de septembre-octobre 2006, en posant la question du sens et de la fonction et de l’échange entre le muséologue et le designer sonore."
"https://openalex.org/W1582976826","https://doi.org/10.1111/j.1365-3059.2011.02542.x","Resistance to <i>Wheat streak mosaic virus</i> – a survey of resources and development of molecular markers",2011,"en","article",FALSE,FALSE,"Plant Virus Research Studies","Agricultural and Biological Sciences","Agriculture and Agri-Food Canada","Australian Agency for International Development; Commonwealth Scientific and Industrial Research Organisation","Wheat streak mosaic virus (WSMV) has been newly documented in Australia. The vulnerability of contemporary Australian elite wheat germplasm prompted a survey for effective resistance against an Australian isolate, WSMV‐ACT. This study confirms the effectiveness of previously reported sources of resistance and shows that new sources of resistance also confer protection. The resistance derived from Thinopyrum intermedium ( Wsm1 ) as a 4D translocation and a new 4A translocation, and two bread wheat resistances, Wsm2 and the new source c2652, were effective against WSMV‐ACT in glasshouse experiments. Wsm1 was effective at lower temperatures but ineffective above 20°C, a temperature sensitivity shared with many of the derivatives of Wsm2 except for one new selection which was effective at 26°C. True wheats c2652 and Wsm2 selection CA745, and amphiploids Zhong1, Zhong2, Zhong4, Zhong5, TAF46, Summer1, Ot38 and OK7211542 were uniformly resistant at 20, 25 and 28°C. New sources of resistance were identified in a Th. scirpeum ‐wheat amphiploid, B84‐994, and in chromosome addition lines Z2, Z6 and TAi27, derived from wheat‐ Th. intermedium partial amphiploids. Several new, tightly linked SSR, RAPD and EST‐ILP PCR markers were developed for tracking the various Th. intermedium translocations associated with Wsm1, including the smaller translocations on wheat chromosome 4AS and 4DS. Three markers for the 4A‐ Wsm1 translocation were validated on a segregating breeding population."
"https://openalex.org/W74757858","https://doi.org/10.5382/sp.18.07","New Advances in Detecting the Distal Geochemical Footprints of Porphyry Systems—Epidote Mineral Chemistry as a Tool for Vectoring and Fertility Assessments",2014,"en","book-chapter",FALSE,FALSE,"Geochemistry and Geologic Mapping","Computer Science","Lakehead University","","Abstract Propylitic alteration halos to porphyry deposits are characterized by low- to moderate-intensity replacements of primary feldspars and mafic minerals by epidote, chlorite, calcite ± actinolite, pyrite, prehnite, and zeolites. The pyrite halo that surrounds porphyry deposits typically extends part way through the propylitic halo and provides strong responses to conventional geochemical and geophysical exploration techniques. When exploring outside of the pyrite halo, porphyry deposits have proven to be difficult to detect based simply on the presence of weak epidote-chlorite alteration. Laser ablation inductively coupled plasma mass spectrometry (LA-ICP-MS) analyses of epidote from propylitic alteration zones around porphyry and skarn deposits in the central Baguio district, Philippines, have shown that low-level hypogene geochemical dispersion halos can be detected at considerably greater distances than can be achieved by conventional rock chip sampling of altered rocks. Epidote chemistry can provide vectoring information to the deposit center and potentially provides insights into the potential metal endowment of the porphyry system, providing explorers with both vectoring and fertility assessment tools. Epidote chemistry varies with respect to distance from porphyry deposit centers, with the highest concentrations of proximal pathfinder elements (e.g., Cu, Mo, Au, Sn) detected in epidote from close to the potassic alteration zone. Distal pathfinder elements (e.g., "
"https://openalex.org/W7134848443","https://doi.org/10.36290/clo.2020.002","Prevence sekundárních fraktur: multioborové konsenzuální stanovisko ke klinickým doporučením",2020,,"article",FALSE,FALSE,"Abdominal Trauma and Injuries","Medicine","McGill University","","Conley B Robert, Gemma Adib, Robert; Adler, Kesson E Kristina, Alexander M Ivy, Amenta C Kelly, Blank D Robert, Brox Timothy William, Carmody E Emily, Karen Chapman-Novakofski, Clarke L Bart, Cody M Kathleen, Cooper Cyrus, Crandall J Carolyn, Dirschl R Douglas, Eagen J Thomas, Elderkin L Ann, Fujita Masaki, Greenspan L Susan, Philippe Halbout, Hochberg C Marc, Muhammad Javaid, Jeray J Kyle, Kearns E Ann, King Toby, Koinis F Thomas, Koontz Scott Jennifer, Martin Kuma, Lindsey Carleen, Lorentzon Mattias, Lyritis P George, Michaud Boehnke Laura, Armando Miciano, Morin N Suzanne, Nadia Mujahid, Nicola Napoli, Olenginski P Thomas, Puzas Edward J, Rizou Stavroula, Rosen J Clifford, Kenneth Saag, Elizabeth Thompson, Tosi L Laura, Tracer Howard, Khosla Sundeep, Kiel P Douglas"
"https://openalex.org/W1534749107","https://doi.org/10.1111/j.1755-618x.2010.01242.x","Reflexive Modernization at the Source: Local Media Coverage of Bovine Spongiform Encephalopathy in Rural Alberta",2010,"fr","article",FALSE,FALSE,"Canadian Identity and History","Social Sciences","University of Alberta","","The potential for reflexive modernization is defined by multiple factors, but the acknowledgment of risk is crucial, particularly among social groups that play a key role in risk minimization. This study offers an examination of the role of local media in response to the outbreak of bovine spongiform encephalopathy (BSE) in beef-producing communities in rural Alberta. BSE is one of several global risk issues that reflexive modernization theorists argue have the potential to trigger a transformation toward a critically reflexive society in which such risks are minimized. Content analysis of newspapers in beef-producing regions in Alberta, however, shows how local media framed BSE in a manner that maximized community cohesion and protection of local culture. This selective coverage of BSE in rural Alberta is quite likely to have contributed to, or at least reinforced, support for the current institutional structure of Canadian agriculture in beef-producing regions, through the constriction of discourse."
"https://openalex.org/W1505384261","https://doi.org/10.1111/sdi.12054","Using an Electronic Self‐Management Tool to Support Patients with Chronic Kidney Disease (CKD): A CKD Clinic Self‐Care Model",2013,"en","article",FALSE,FALSE,"Diabetes Management and Education","Medicine","Mount Sinai Hospital; University Health Network","Kidney Foundation of Canada","New healthcare delivery models are needed to enhance the patient experience and improve quality of care for individuals with chronic conditions such as kidney disease. One potential avenue is to implement self-management strategies. There is growing evidence that self-management interventions help optimize various aspects of chronic disease management. With the increasing use of information technology (IT) in health care, chronic disease management programs are incorporating IT solutions to support patient self-management practices. IT solutions have the ability to promote key principles of self-management, namely education, empowerment, and collaboration. Positive clinical outcomes have been demonstrated for a number of chronic conditions when IT solutions were incorporated into self-management programs. There is a paucity of evidence for self-management in chronic kidney disease (CKD) patients. Furthermore, IT strategies have not been tested in this patient population to the same extent as other chronic conditions (e.g., diabetes, hypertension). Therefore, it is currently unknown if IT strategies will promote self-management behaviors and lead to improvements in overall patient care. We designed and developed an IT solution called My KidneyCare Centre to support self-management strategies for patients with CKD. In this review, we discuss the rationale and vision of incorporating an electronic self-management tool to support the care of patients with CKD."
"https://openalex.org/W1570295576","https://doi.org/10.1111/ropr.12108","Interagency Trust and Communication in the Transboundary Governance of <scp>P</scp>acific Salmon Fisheries",2015,"en","article",FALSE,FALSE,"Fish Ecology and Management Studies","Environmental Science","McGill University","Social Sciences and Humanities Research Council of Canada; Government of Canada; IBM Center for the Business of Government","Abstract The transboundary governance of P acific salmon fisheries requires interactions between institutions that can enable collective action, collaboration, and continuous learning. However, relatively little is known concerning how civil servants in different institutions and jurisdictions interact with each other within transboundary policy settings. In this paper, we explore the interactions of civil servants from agencies in five jurisdictions: U nited S tates (federal), C anada (federal), B ritish C olumbia, Y ukon, and A laska, to assess the extent to which they interact within the P acific salmon policy network and also the social capital (i.e., formal and informal communication and trust) present among these working relationships. Our results reveal patchy patterns of interagency communication, and relatively low levels of interagency trust between jurisdictions, suggesting the potential for improved collaboration on Pacific salmon governance. Our analysis also revealed that the binational Pacific Salmon Commission had the highest levels of trust within the network, suggesting it is likely well placed to foster collaboration."
"https://openalex.org/W1597372814","https://doi.org/10.1111/j.1742-4658.2009.07457.x","Substrate specificity and inhibition of brassinin hydrolases, detoxifying enzymes from the plant pathogens <i>Leptosphaeria maculans</i> and <i>Alternaria brassicicola</i>",2009,"en","article",FALSE,FALSE,"Genomics, phytochemicals, and oxidative stress","Biochemistry, Genetics and Molecular Biology","University of Saskatchewan","Natural Sciences and Engineering Research Council of Canada; Canada Research Chairs","Blackleg (Leptosphaeria maculans and Leptosphaeria biglobosa) and black spot (Alternaria brassicicola) fungi are devastating plant pathogens known to detoxify the plant defence metabolite, brassinin. The significant roles of brassinin as a crucifer phytoalexin and as a biosynthetic precursor of several other plant defences make it important in plant fitness. Brassinin detoxifying enzymes produced by L. maculans and A. brassicicola catalyse the detoxification of brassinin by hydrolysis of its dithiocarbamate group to indolyl-3-methanamine. The purification and characterization of brassinin hydrolases produced by L. maculans (BHLmL2) and A. brassicicola (BHAb) were accomplished: native BHLmL2 was found to be a tetrameric protein with a molecular mass of 220 kDa, whereas native BHAb was found to be a dimeric protein of 120 kDa. Protein characterization using LC-MS/MS and sequence alignment analyses suggested that both enzymes belong to the family of amidases with the catalytic Ser/Ser/Lys triad. Furthermore, chemical modification of BHLmL2 and BHAb with selective reagents suggested that the amino acid serine was involved in the catalytic activity of both enzymes. The overall results indicated that BHs have new substrate specificities with a new catalytic activity that can be designated as dithiocarbamate hydrolase. Investigation of the effect of various phytoalexins on the activities of BHLmL2 and BHAb indicated that cyclobrassinin was a competitive inhibitor of both enzymes. On"
"https://openalex.org/W1548529343","https://doi.org/10.1074/jbc.m010852200","Transcriptional Regulation of the TFIIH Transcription Repair Components XPB and XPD by the Hepatitis B Virus x Protein in Liver Cells and Transgenic Liver Tissue",2001,"en","article",FALSE,FALSE,"Cancer-related Molecular Pathways","Medicine","McGill University; Jewish General Hospital","National Institutes of Health; Cancer Research Society","Human hepatitis B virus is a risk factor for the development of hepatocellular carcinoma. The hepatitis B virus x protein (HBx) has been shown to inactivate the p53 tumor suppressor protein and impair DNA repair, cell cycle, and apoptosis mechanisms. Herein we report that HBx represses two components of the transcription-repair factor TFIIH, XPB (p89), and XPD (p80), both in p53-proficient and p53-deficient liver cells. This inhibition is observed while HBx maintains its transactivation function. Expression of HBx in liver cells results in down-regulation of endogenous XPB and XPD mRNAs and proteins; this inhibition is not observed with other TFIIH subunits, XPA or PCNA. In liver tissue from HBx transgenics, XPB and XPD proteins are down-regulated in comparison to matched normal liver tissue. HBx has been shown to interact with Sp1 transcription factor and affects its DNA binding activity. Sp1 is essential for the basal promoter activity of XPB in liver cells and Drosophila SL2 cells. In the Sp1-deficient SL2 cells, HBx-induced XPB and XPD inhibition is Sp1-dependent. In summary, our results provide evidence that HBx represses the expression of key TFIIH proteins at least in part through Sp1 elements; this repression may impair TFIIH function in DNA repair mechanisms."
